Month,Hour,DayOfWeek,Holiday,Temperature,Humidity,SquareFootage,Occupancy,HVACUsage,LightingUsage,RenewableEnergy,EnergyConsumption
1,15,Monday,No,22.99469039,41.8912696,1767.141278,7,Off,On,16.61660813,72.97899309
1,16,Monday,No,25.87413406,57.99737372,1463.669128,7,Off,On,16.32397694,74.44558893
1,17,Monday,Yes,25.82388945,39.30679749,1672.25856,9,Off,On,26.71865429,75.46514845
1,18,Monday,Yes,24.11929023,48.55222452,1666.877636,4,On,On,11.13679515,82.22345612
1,19,Monday,No,25.02654373,34.21780315,1421.971451,6,Off,On,5.159657929,77.5364085
1,20,Monday,Yes,23.7227527,49.10609795,1785.843659,2,On,Off,19.42620986,76.66682706
1,21,Monday,Yes,21.10590538,42.67683247,1657.004829,6,Off,Off,13.15871133,63.29028849
1,22,Monday,No,29.89599455,39.33698898,1708.956865,5,Off,On,29.96532734,76.08034763
1,23,Monday,No,26.14397546,30.22314214,1099.861341,8,Off,Off,9.787738309,83.50109663
1,0,Tuesday,Yes,23.91815572,36.10532947,1724.907511,4,On,Off,23.2495524,79.40597495
1,1,Tuesday,No,23.03863347,34.69764768,1305.266777,2,On,Off,17.36419316,71.4011527
1,2,Tuesday,Yes,22.94066538,49.68406055,1444.886276,8,Off,Off,5.955810312,67.62811062
1,3,Tuesday,No,27.51967693,59.03372106,1458.92465,3,On,Off,25.2580869,81.04818096
1,4,Tuesday,No,20.26763986,58.92163799,1086.861528,5,On,On,17.83824528,71.22118707
1,5,Tuesday,No,20.08366729,50.79167004,1903.853536,6,On,Off,4.551915796,61.69541944
1,6,Tuesday,Yes,28.32013351,39.4505003,1453.347572,1,On,Off,1.478844136,75.26679367
1,7,Tuesday,No,24.22143642,50.19481564,1028.011828,4,On,Off,29.09629002,83.44635557
1,8,Tuesday,No,23.55119385,46.79777671,1730.093029,8,On,On,4.720739157,73.70147659
1,9,Tuesday,Yes,23.3773869,50.07109095,1295.65097,8,On,Off,21.96315206,77.62714607
1,10,Tuesday,No,21.85311625,49.34474875,1263.89279,9,Off,On,26.80894867,77.45296107
1,11,Tuesday,Yes,25.04804121,59.04409493,1095.568874,4,Off,Off,26.00523732,80.98899707
1,12,Tuesday,No,29.45655853,38.95180521,1145.148189,8,Off,Off,14.52107924,87.70922567
1,13,Tuesday,Yes,25.29515875,44.99331971,1733.480154,9,On,On,13.80947576,83.50179531
1,14,Tuesday,No,22.02544347,51.3766689,1240.747557,6,Off,Off,11.25412169,60.39699945
1,15,Tuesday,No,28.36227391,42.9274008,1504.06243,3,On,On,8.580510779,89.06661082
1,16,Tuesday,Yes,26.24171968,52.45723082,1194.277634,5,Off,On,15.49883469,84.99430222
1,17,Tuesday,No,20.82474447,49.27676588,1623.987367,4,On,On,16.46334575,79.55022187
1,18,Tuesday,Yes,27.22115684,47.93821554,1056.658137,1,On,On,24.15197618,76.85500688
1,19,Tuesday,Yes,20.58737086,31.69018795,1537.554636,2,Off,On,23.30686667,72.36662634
1,20,Tuesday,No,24.02871733,47.82407464,1300.183949,8,On,On,6.672894462,79.43030091
1,21,Tuesday,No,25.81290343,30.03266548,1835.348135,4,On,Off,0.929510527,85.12667199
1,22,Tuesday,No,22.94153218,30.13570643,1677.16098,6,Off,Off,13.01872986,72.59865351
1,23,Tuesday,No,27.76510015,45.79717917,1615.635891,5,Off,On,9.928099155,77.66773981
1,0,Wednesday,No,20.26519121,56.56906089,1889.115081,0,Off,Off,15.64138309,56.03816283
1,1,Wednesday,No,21.43513354,41.04732763,1545.910278,0,On,On,13.25634509,73.1536083
1,2,Wednesday,No,24.101968,48.45331094,1968.038717,4,On,On,8.520215596,75.696393
1,3,Wednesday,No,29.22952609,41.08610338,1025.770596,7,On,On,15.85828723,90.38164565
1,4,Wednesday,Yes,21.77733703,54.10277494,1022.281147,7,Off,Off,7.690359577,64.05448533
1,5,Wednesday,No,21.42294505,36.69059473,1525.615214,6,Off,On,12.26652045,62.86345883
1,6,Wednesday,Yes,21.77191052,47.21918181,1176.21019,3,On,On,7.601319095,69.78902813
1,7,Wednesday,No,29.31308953,38.91700998,1899.808086,8,Off,On,16.30743887,85.05730519
1,8,Wednesday,No,26.31211399,51.4087109,1220.547133,8,On,Off,5.986875091,83.88917674
1,9,Wednesday,No,28.05680807,52.25362476,1460.180761,6,On,Off,15.01581522,79.80724747
1,10,Wednesday,No,23.28766175,47.4020651,1586.373927,4,Off,Off,0.481533452,62.74215842
1,11,Wednesday,No,26.51619923,45.79171927,1551.5956,1,Off,On,26.88702417,81.94478363
1,12,Wednesday,No,29.53130442,35.77293911,1779.468581,6,Off,On,21.40460421,86.11226292
1,13,Wednesday,Yes,28.0762791,45.80842442,1378.703941,5,On,On,19.71074887,76.39956058
1,14,Wednesday,Yes,22.0720629,34.71629823,1421.507672,5,Off,On,21.2361883,74.36226288
1,15,Wednesday,No,22.7010022,52.32147449,1816.323626,6,Off,On,27.30257337,74.81633189
1,16,Wednesday,No,28.49552925,48.86648944,1065.888445,2,On,On,0.290850802,75.9607321
1,17,Wednesday,Yes,23.22451571,52.98828573,1370.449256,9,On,Off,3.39087719,74.44139857
1,18,Wednesday,No,23.10186875,34.10068379,1769.089196,6,Off,Off,24.72433439,62.1121358
1,19,Wednesday,No,28.21189889,50.8442512,1359.180489,6,On,On,1.381942659,92.77187827
1,20,Wednesday,Yes,24.60783435,32.12362494,1935.593889,8,On,Off,26.161344,80.91361624
1,21,Wednesday,Yes,23.37363056,53.558275,1685.599947,1,On,Off,15.33712165,67.39138577
1,22,Wednesday,No,23.66961568,56.52905015,1818.693475,2,On,Off,23.67497712,75.60212741
1,23,Wednesday,No,22.82818145,47.9078551,1665.08518,2,On,On,29.09988231,76.45718677
1,0,Thursday,No,28.59608654,47.40582476,1948.43211,9,Off,On,4.804036093,81.26777862
1,1,Thursday,Yes,27.92921656,36.93753669,1372.934607,8,Off,On,25.00533483,91.1499123
1,2,Thursday,No,24.2718963,35.32220516,1006.22767,8,On,Off,8.742295824,79.69723688
1,3,Thursday,No,26.27569837,30.53538987,1152.175049,5,Off,Off,12.98449001,73.88836804
1,4,Thursday,Yes,24.33622382,41.24731776,1826.268691,7,Off,Off,0.217783002,74.97644951
1,5,Thursday,No,24.4697235,49.28924731,1956.453497,6,On,On,18.28155379,80.94999011
1,6,Thursday,No,23.70759743,30.0159745,1569.634137,3,Off,Off,23.11676456,63.92393849
1,7,Thursday,No,26.20816715,38.81002666,1717.392851,5,On,On,3.314478693,80.79109196
1,8,Thursday,No,23.30661431,56.64689276,1521.822119,2,Off,Off,17.13883243,79.07794499
1,9,Thursday,No,20.25069574,43.91625233,1510.464237,8,On,Off,14.23807109,74.11810022
1,10,Thursday,Yes,28.34864106,35.0488373,1597.084581,4,Off,Off,3.137707241,78.75148886
1,11,Thursday,Yes,24.92824931,31.61775716,1203.259015,0,Off,Off,9.400505695,78.67500496
1,12,Thursday,Yes,25.97635702,52.77395612,1664.667882,8,Off,On,6.933419679,80.82165747
1,13,Thursday,Yes,21.78214766,58.58237016,1815.330957,8,On,On,3.522807857,67.27265526
1,14,Thursday,No,26.42216018,36.69538886,1940.011297,1,Off,On,19.451104,66.87386982
1,15,Thursday,No,22.59073736,54.8049518,1368.313436,2,On,Off,19.70981975,75.02685536
1,16,Thursday,Yes,20.39815824,30.15323123,1388.291326,3,On,On,12.12717292,76.22825756
1,17,Thursday,No,20.06749865,30.35182675,1298.047798,0,On,Off,0.069479696,68.44825119
1,18,Thursday,Yes,24.13939758,57.57155114,1386.376621,4,Off,On,6.016476686,68.74994601
1,19,Thursday,Yes,23.12054346,50.62743104,1312.232086,9,Off,Off,16.02971042,76.43135425
1,20,Thursday,Yes,22.20569345,46.23311453,1145.138414,6,Off,Off,3.200662483,80.018592
1,21,Thursday,No,29.47707023,59.39622954,1107.771861,3,Off,On,27.54682374,77.32851081
1,22,Thursday,Yes,22.9402811,48.55911456,1688.155178,9,Off,Off,0.49891329,73.08128159
1,23,Thursday,Yes,21.41693098,31.53122161,1303.012304,3,Off,On,14.55090436,76.4910652
1,0,Friday,No,27.49746828,31.28281848,1147.797448,4,On,Off,1.143681629,79.28141564
1,1,Friday,Yes,27.14986099,45.03310653,1235.933242,0,On,Off,24.0739091,73.47964081
1,2,Friday,No,26.74814311,31.90025415,1562.890373,2,Off,On,11.30645092,66.33714109
1,3,Friday,Yes,26.71214456,40.08637971,1934.255386,4,On,On,14.18807722,81.85160554
1,4,Friday,No,29.08707763,55.72124086,1754.81435,6,Off,On,27.55818916,72.80526955
1,5,Friday,Yes,28.84601278,43.59978584,1113.071354,4,Off,On,3.798539423,74.51737038
1,6,Friday,No,24.98257767,38.75725353,1604.799582,4,On,Off,12.10159246,75.92716538
1,7,Friday,No,22.63029042,47.20063031,1685.336077,2,Off,On,7.360209906,73.02425359
1,8,Friday,Yes,26.04888942,30.25294912,1206.248841,0,On,On,15.44462115,81.38526022
1,9,Friday,No,26.10448921,33.84744735,1072.958067,0,On,Off,25.6528345,77.79518407
1,10,Friday,Yes,24.15038112,45.9592918,1860.450847,5,Off,Off,17.28918961,64.55218318
1,11,Friday,Yes,28.62016185,40.10423706,1824.889671,8,Off,On,20.76663579,81.89011469
1,12,Friday,No,29.93848322,57.73087569,1596.822747,9,Off,On,28.75192313,90.00918792
1,13,Friday,No,20.13462281,35.85912281,1417.180376,2,On,Off,28.60954736,68.47008334
1,14,Friday,No,24.21158658,37.95859691,1792.719894,1,On,Off,23.63019023,79.25731303
1,15,Friday,No,28.90579614,52.56416466,1533.725387,2,Off,Off,15.95474027,76.83539689
1,16,Friday,Yes,27.48661412,37.21532158,1260.061597,6,On,On,28.05219014,88.5772787
1,17,Friday,Yes,22.73250707,38.51530366,1759.967378,8,On,Off,15.87997179,73.28393544
1,18,Friday,No,20.07164772,48.81124508,1189.142004,1,Off,Off,1.329763114,68.43520744
1,19,Friday,No,25.82621305,35.01392772,1770.483045,1,Off,On,8.81532499,74.09351699
1,20,Friday,No,28.18462274,51.84887743,1964.605688,2,Off,On,27.96473874,73.20578306
1,21,Friday,Yes,27.53830307,36.16511407,1177.41644,9,On,Off,21.02984719,80.45955842
1,22,Friday,No,28.80974376,31.20860574,1630.52796,6,On,On,19.35249046,98.76175415
1,23,Friday,Yes,20.31491258,44.10449499,1486.554318,4,On,On,16.50687342,71.87972003
1,0,Saturday,No,22.13194402,46.87685194,1232.642932,7,On,Off,3.726411068,77.57159591
1,1,Saturday,No,23.88625337,57.39942543,1745.002694,2,On,Off,3.353160862,67.96327937
1,2,Saturday,Yes,21.50292107,59.79044149,1234.090364,0,Off,On,10.36160899,69.33178402
1,3,Saturday,No,22.76553909,41.41677493,1663.855462,0,Off,On,1.118146219,69.07359499
1,4,Saturday,No,29.64373158,43.95863614,1442.274914,8,Off,On,27.17895039,98.84375583
1,5,Saturday,Yes,27.28158675,54.12840021,1571.96486,2,Off,Off,27.9401747,79.49779513
1,6,Saturday,Yes,29.59394449,30.16193994,1994.037441,0,Off,Off,9.764995811,87.54904071
1,7,Saturday,Yes,24.75677779,51.30005117,1595.437055,4,On,Off,25.89678778,84.95971162
1,8,Saturday,Yes,21.1459905,48.96701517,1556.135374,7,On,Off,26.67152015,69.62319925
1,9,Saturday,No,22.09220846,42.40093957,1908.335885,7,On,Off,16.65400998,76.42540607
1,10,Saturday,Yes,25.77166761,54.7639035,1557.767412,8,On,On,27.08401596,89.20534468
1,11,Saturday,No,21.93404128,34.36804731,1071.272882,7,On,On,21.08415685,74.95950368
1,12,Saturday,Yes,29.19925331,48.58511628,1446.907709,9,Off,On,21.01529962,91.70325794
1,13,Saturday,No,23.70223919,51.28069807,1784.531157,9,On,Off,18.60104015,73.09132362
1,14,Saturday,Yes,29.56555395,56.3245426,1619.482956,3,On,On,16.55026525,92.85040373
1,15,Saturday,No,27.0752844,46.22075991,1284.991519,7,On,On,16.76028962,86.26883864
1,16,Saturday,Yes,20.4384641,47.20201305,1336.628039,6,On,On,25.11936494,77.55394617
1,17,Saturday,No,29.03895699,48.46870704,1860.183982,6,Off,Off,23.78581753,78.92474327
1,18,Saturday,No,26.43328931,53.38540225,1194.383289,3,On,On,1.711850589,74.38816585
1,19,Saturday,No,27.99273037,32.15155706,1247.938426,4,On,Off,15.14034572,89.49271922
1,20,Saturday,Yes,29.07053309,41.48872021,1944.6763,0,On,On,7.615901217,79.78630032
1,21,Saturday,No,23.57979168,30.50283984,1680.042189,2,On,On,4.268375557,79.60206955
1,22,Saturday,No,24.26128135,37.77295911,1093.71714,8,On,Off,25.44222327,74.92464777
1,23,Saturday,No,26.11811557,43.02256194,1576.980679,2,Off,Off,5.33545801,69.36561644
1,0,Sunday,No,20.00756508,41.51952182,1076.432493,0,On,On,22.88154113,69.73709713
1,1,Sunday,Yes,27.82597661,41.21234535,1076.431966,0,On,On,7.632546118,83.06354934
1,2,Sunday,No,29.42914999,34.76474987,1199.580151,4,On,Off,28.00992028,78.13585396
1,3,Sunday,No,29.99258027,48.8872186,1626.000334,8,Off,Off,24.10197278,85.89515636
1,4,Sunday,Yes,28.0511284,51.93560522,1769.601902,3,Off,Off,24.02927935,75.90956928
1,5,Sunday,No,27.98085466,59.30435197,1891.048804,5,Off,Off,23.71194726,76.66893628
1,6,Sunday,Yes,26.30848125,44.76515492,1431.949616,4,On,Off,22.13542534,82.96533967
1,7,Sunday,No,29.54518117,47.0495955,1214.06458,3,Off,On,21.80838497,83.01619775
1,8,Sunday,Yes,23.15739485,47.70455229,1812.795726,3,On,Off,6.881748331,79.12372535
1,9,Sunday,No,21.63769047,56.53215874,1235.612294,4,On,On,3.081124652,75.31283757
1,10,Sunday,Yes,29.61477902,37.12314738,1665.729592,1,On,Off,3.37820687,88.20706667
1,11,Sunday,No,22.76211606,52.29216678,1465.763707,1,Off,On,24.99493609,73.55905181
1,12,Sunday,No,22.65961907,45.55197539,1173.140649,6,On,Off,10.93054212,77.84733818
1,13,Sunday,Yes,26.98139325,59.45697848,1652.144627,0,On,Off,7.693715014,80.05988642
1,14,Sunday,No,21.9612164,54.98949619,1947.495425,1,On,On,5.472510924,73.86273288
1,15,Sunday,Yes,23.11439431,49.68643212,1422.139427,3,On,Off,14.50390537,72.58267636
1,16,Sunday,Yes,27.62508301,34.41915558,1903.19388,6,Off,On,21.23006486,85.14000481
1,17,Sunday,Yes,26.61184066,57.42525064,1084.439339,5,Off,On,9.150786483,75.80524544
1,18,Sunday,No,23.29927367,44.4095084,1103.29906,4,On,Off,14.59263794,70.55942711
1,19,Sunday,No,22.31054301,57.01196737,1898.212785,3,On,On,15.75946474,73.41356806
1,20,Sunday,Yes,29.8808975,51.59409018,1988.848559,2,Off,On,6.949313817,81.75602367
1,21,Sunday,No,27.99737167,51.60868413,1747.426437,3,On,Off,25.49011305,86.77321944
1,22,Sunday,Yes,25.1697362,40.8469461,1466.322976,2,On,On,14.29810831,67.21609542
1,23,Sunday,No,24.4959837,58.3705951,1747.487264,0,Off,Off,20.05985864,71.72715986
1,0,Monday,No,26.33692121,59.95006001,1516.901911,5,On,On,3.71584517,82.49632389
1,1,Monday,Yes,27.6078765,58.64581142,1577.661799,1,On,Off,0.064392683,76.73768632
1,2,Monday,Yes,26.52983759,51.7401741,1029.736174,3,On,On,25.28946212,93.21841405
1,3,Monday,Yes,21.90527218,56.23338145,1149.302506,1,Off,On,5.031505203,78.39455065
1,4,Monday,No,24.4700076,56.05588795,1495.77513,4,Off,Off,22.58215551,68.49891728
1,5,Monday,No,26.03592884,54.84866881,1473.133317,5,On,Off,4.99155675,73.6236893
1,6,Monday,No,27.62168629,57.46459561,1294.080096,1,On,Off,23.02680345,84.160067
1,7,Monday,No,23.6596954,34.09427409,1403.372667,0,Off,On,20.59235706,71.95239612
1,8,Monday,No,28.25368793,53.14133165,1940.898819,0,Off,On,13.74323809,86.85307892
1,9,Monday,Yes,23.29192838,52.13917932,1249.739717,2,On,Off,23.0348828,76.96119913
1,10,Monday,No,23.5129095,38.97781597,1810.873506,1,Off,Off,3.122483823,64.73408496
1,11,Monday,Yes,20.81844856,39.28792343,1734.923226,4,Off,On,24.29104501,60.7193492
1,12,Monday,Yes,24.25857106,32.2108027,1210.19964,1,On,Off,2.057831862,79.53641349
1,13,Monday,Yes,22.85909309,54.96598679,1582.262685,2,Off,Off,19.46665141,71.89591789
1,14,Monday,Yes,27.87288335,57.02119197,1280.510465,2,On,Off,3.293067266,82.29880062
1,15,Monday,Yes,28.82222696,36.07354818,1581.552768,9,On,Off,28.18490277,86.26459142
1,16,Monday,Yes,26.48049983,46.17822621,1723.844219,1,On,Off,2.051055084,77.18138143
1,17,Monday,No,27.18535073,33.58135304,1457.566456,4,On,Off,4.312260963,88.35160575
1,18,Monday,Yes,28.10871692,38.08648857,1933.547757,0,On,On,26.07401407,79.66830962
1,19,Monday,No,24.6781592,50.18479375,1896.721444,6,Off,On,7.288807657,75.38754514
1,20,Monday,Yes,25.15402358,37.5934891,1869.598548,6,Off,On,5.176600387,79.43136341
1,21,Monday,Yes,27.91915847,59.95451433,1511.28147,8,Off,On,3.736501175,90.89850706
1,22,Monday,Yes,20.48190843,35.04549569,1897.456585,3,Off,On,19.67228992,58.82047314
1,23,Monday,Yes,21.15826452,59.85922164,1534.536862,0,Off,On,20.57034941,63.87592666
2,0,Tuesday,Yes,28.18426786,41.70193861,1861.876333,3,On,Off,0.487669978,92.37619236
2,1,Tuesday,No,26.98344484,45.60342019,1394.257175,5,Off,On,12.69688228,78.40883004
2,2,Tuesday,No,21.53636417,54.3755332,1740.047837,4,Off,Off,24.01940251,67.42856121
2,3,Tuesday,No,28.08994591,42.00546784,1808.636055,6,Off,Off,0.993962545,72.9578297
2,4,Tuesday,No,27.89823981,41.32992612,1354.572236,9,On,Off,14.30594208,84.57865297
2,5,Tuesday,Yes,28.29512342,42.78462937,1141.161725,1,Off,Off,9.487899038,61.49139445
2,6,Tuesday,Yes,27.56570566,41.41368171,1300.93175,8,On,Off,28.1739427,88.92697402
2,7,Tuesday,Yes,20.54478495,44.47699544,1299.80932,9,On,Off,1.057615136,73.0502524
2,8,Tuesday,Yes,26.00147198,38.5981292,1825.595686,7,On,On,9.576102869,81.88643449
2,9,Tuesday,No,21.21202867,53.08541654,1959.698367,1,Off,Off,15.45778204,58.24209602
2,10,Tuesday,Yes,24.39756444,58.18814022,1562.44498,4,On,On,20.73172749,75.12129223
2,11,Tuesday,No,29.29766307,47.35110332,1035.00381,7,Off,Off,1.022636092,85.90455016
2,12,Tuesday,No,25.60155207,56.72951451,1667.728883,3,Off,On,16.45540058,76.74886744
2,13,Tuesday,Yes,24.67189417,38.46964242,1319.526097,1,Off,On,1.120455214,64.20732945
2,14,Tuesday,No,20.22512832,58.49865436,1590.286479,5,Off,Off,22.93203166,56.84982855
2,15,Tuesday,No,29.65387961,33.01159595,1369.811273,0,On,Off,28.74112043,87.79268635
2,16,Tuesday,Yes,25.65096293,56.06640845,1737.559705,5,Off,Off,0.326533601,71.45984362
2,17,Tuesday,No,25.64901832,57.80122107,1126.820227,6,Off,Off,15.29149989,73.97684043
2,18,Tuesday,Yes,24.71825504,59.49961628,1269.549771,8,On,Off,26.24111213,76.2676269
2,19,Tuesday,Yes,28.89368236,44.8281134,1834.51556,7,On,Off,19.04732114,90.01825906
2,20,Tuesday,No,25.21536687,58.63396635,1604.793485,5,Off,On,14.73493704,79.76646361
2,21,Tuesday,No,24.58577372,36.11300246,1210.536458,5,On,Off,27.44401729,87.17029521
2,22,Tuesday,Yes,24.37595288,34.52068966,1401.960387,9,Off,On,0.72938953,80.8706171
2,23,Tuesday,No,26.25227595,46.65924798,1616.263003,8,On,Off,8.268862334,88.0844892
2,0,Wednesday,Yes,25.43132664,45.75602508,1664.427108,2,On,Off,4.518700212,75.22014747
2,1,Wednesday,Yes,29.64991726,56.29287036,1113.909448,9,Off,On,29.5350628,81.22613097
2,2,Wednesday,No,24.01919803,56.04866518,1999.750981,0,Off,On,19.92680296,72.72344605
2,3,Wednesday,No,26.26525293,41.64147115,1827.557055,3,Off,On,9.842528545,87.19432933
2,4,Wednesday,Yes,20.4633694,56.84802551,1071.210545,5,On,On,8.895921992,75.52459628
2,5,Wednesday,No,28.96469791,59.25342593,1974.21547,9,Off,Off,29.82152119,86.73987203
2,6,Wednesday,Yes,26.70112471,55.33088024,1803.08856,5,On,On,29.56923907,83.52743894
2,7,Wednesday,No,20.08653775,51.56310876,1872.96057,4,Off,Off,16.87585156,77.28728399
2,8,Wednesday,No,25.75469249,49.21120909,1111.392488,1,Off,Off,5.647207551,70.97033275
2,9,Wednesday,No,27.30160658,57.97120944,1250.386626,8,Off,Off,3.496471017,77.3945975
2,10,Wednesday,Yes,23.79870306,57.17028645,1605.730093,7,Off,On,4.209639993,64.48440467
2,11,Wednesday,No,23.92643493,56.13283159,1923.904182,0,Off,Off,24.31470404,66.07285098
2,12,Wednesday,No,20.97384228,31.83859337,1296.114638,6,Off,On,18.32007179,72.70629944
2,13,Wednesday,Yes,21.51112995,44.12494935,1385.898977,9,Off,On,19.80173925,70.34077898
2,14,Wednesday,Yes,27.43684094,55.00411303,1346.738945,6,Off,Off,20.3738841,81.00413677
2,15,Wednesday,No,25.95545736,38.28930151,1580.455245,2,On,Off,28.80033984,78.44143059
2,16,Wednesday,Yes,23.26761208,57.2826037,1238.535947,3,On,Off,9.54688552,73.09044015
2,17,Wednesday,Yes,21.2291945,39.55323148,1415.605055,7,Off,Off,5.221335898,67.92958883
2,18,Wednesday,Yes,28.49473798,51.32805727,1321.545419,4,On,On,7.354698263,91.94462324
2,19,Wednesday,No,23.15494774,47.36376617,1164.541117,5,Off,Off,0.515853513,70.06946029
2,20,Wednesday,Yes,20.65751336,46.07318749,1784.385159,2,Off,On,26.60939251,68.97311366
2,21,Wednesday,Yes,24.18108511,50.47679015,1871.148405,9,Off,On,20.2516797,81.74305152
2,22,Wednesday,No,22.71729972,34.686398,1959.069883,6,Off,On,21.79788893,71.40042116
2,23,Wednesday,Yes,22.96947719,39.75044651,1621.901561,2,On,Off,25.9669266,69.56545394
2,0,Thursday,No,28.72151326,43.15596607,1762.934411,7,On,On,17.35995705,87.72153705
2,1,Thursday,Yes,26.82303658,39.00066354,1998.439525,3,On,Off,23.66253403,88.54690592
2,2,Thursday,Yes,23.62926205,50.65102665,1290.985591,2,On,Off,6.106943607,74.44998449
2,3,Thursday,No,20.5848909,39.25838878,1831.010382,0,On,On,17.17372536,69.19314438
2,4,Thursday,No,25.50999331,35.47907375,1950.355486,8,Off,Off,23.26903267,88.59672326
2,5,Thursday,No,22.76237612,43.31272491,1803.359257,6,On,Off,7.930077246,73.58727585
2,6,Thursday,No,28.53358765,37.00306503,1697.39912,1,Off,On,7.059706988,75.74823227
2,7,Thursday,No,23.93992593,32.80443406,1712.388364,5,Off,On,14.24899443,73.12946992
2,8,Thursday,No,25.56660939,35.10109143,1535.812088,8,On,Off,3.849353664,82.91047044
2,9,Thursday,No,24.08361218,36.4749775,1924.26593,0,On,Off,23.00780546,68.27240947
2,10,Thursday,No,24.73966175,45.58300764,1668.376681,2,Off,On,20.60776974,71.58316626
2,11,Thursday,No,20.04435657,30.65218583,1038.83196,1,Off,On,13.50108989,67.22109968
2,12,Thursday,No,20.99399431,39.4137876,1294.828186,3,On,Off,28.08948169,80.08033044
2,13,Thursday,No,26.0914733,53.96120022,1722.175642,9,On,Off,19.66573562,74.24422105
2,14,Thursday,Yes,28.01246676,46.21168709,1637.200243,5,Off,On,10.52244804,87.8095251
2,15,Thursday,Yes,28.54278847,36.45162732,1088.112229,8,On,On,5.477964582,86.32516881
2,16,Thursday,Yes,28.40811945,37.88392171,1457.602245,8,On,On,29.2231606,84.79082443
2,17,Thursday,No,22.99570812,45.79452841,1136.12353,3,On,On,15.44953167,66.23213007
2,18,Thursday,No,20.83318352,56.66324712,1273.178474,3,On,On,6.310262202,71.54282748
2,19,Thursday,Yes,25.78323915,51.60966188,1556.77544,7,Off,On,13.1910757,79.55821443
2,20,Thursday,Yes,21.51125823,35.19788862,1420.144998,9,Off,Off,2.779646352,62.95025498
2,21,Thursday,No,21.94897546,55.60056774,1514.8019,6,Off,On,27.83673546,66.18474115
2,22,Thursday,Yes,26.01488046,35.75740519,1773.019737,0,Off,On,19.55403569,83.07569263
2,23,Thursday,Yes,25.19169167,47.51943831,1192.604028,2,Off,Off,24.85382425,71.48229017
2,0,Friday,No,28.26504543,56.79329233,1932.134583,6,Off,Off,26.31944339,83.38402609
2,1,Friday,Yes,24.50754967,42.9668262,1328.15278,1,Off,On,4.199481156,73.26989577
2,2,Friday,Yes,24.28871387,48.36744649,1906.023915,7,Off,Off,20.00391199,70.20728103
2,3,Friday,No,24.07103614,39.90131155,1312.273287,3,Off,Off,3.735108439,66.30486305
2,4,Friday,No,24.10334512,35.692113,1051.090985,0,On,Off,10.88845622,74.97728056
2,5,Friday,No,21.57115267,58.05856667,1426.774677,7,Off,On,1.961229419,74.38874934
2,6,Friday,Yes,28.28563924,56.60383216,1961.119962,3,On,On,27.2838793,86.1223494
2,7,Friday,Yes,23.78426829,32.47064633,1352.643047,8,Off,On,6.278132282,67.89021821
2,8,Friday,No,21.79774133,52.26493182,1133.230885,3,On,Off,10.27735123,75.97826561
2,9,Friday,Yes,21.42627021,30.23178866,1942.979692,8,Off,Off,16.0398555,76.68428383
2,10,Friday,Yes,29.05297594,40.75143674,1233.309971,2,On,On,27.47079846,83.05468484
2,11,Friday,No,28.76532891,34.66679754,1739.973327,9,On,Off,29.57115103,96.45214337
2,12,Friday,Yes,22.54083143,34.84812982,1895.415687,7,Off,Off,15.03844057,80.2060415
2,13,Friday,No,26.55022702,50.41969838,1113.879294,2,On,Off,8.536276202,81.2737541
2,14,Friday,No,28.92838672,41.10289251,1652.328151,9,Off,Off,27.91531848,88.20566274
2,15,Friday,Yes,24.37054662,43.78369053,1358.560009,3,On,Off,26.37559633,79.60890866
2,16,Friday,No,20.64682792,58.47525367,1233.718601,2,Off,On,7.77522818,61.39888772
2,17,Friday,No,28.95982956,38.06314508,1191.072617,2,Off,On,23.51337677,83.78843868
2,18,Friday,Yes,28.33608115,47.13751072,1696.002401,0,On,On,18.71482568,87.35825907
2,19,Friday,No,29.22900467,56.38316548,1803.776781,1,On,Off,3.412664931,84.58918212
2,20,Friday,Yes,26.71843071,32.28247086,1735.317885,5,Off,On,22.30969568,80.05588357
2,21,Friday,Yes,24.56759849,42.83672155,1217.023517,9,Off,Off,25.35062564,74.61537841
2,22,Friday,Yes,25.38193876,51.10486601,1709.680481,7,Off,On,19.03446367,74.86247537
2,23,Friday,Yes,29.38146069,44.66527946,1565.560958,8,On,Off,11.19414621,93.15131327
2,0,Saturday,No,28.79814763,44.18603881,1160.507925,6,Off,Off,25.18781921,84.37745793
2,1,Saturday,Yes,26.58033097,46.39039449,1665.325483,2,On,Off,29.74952632,80.01859292
2,2,Saturday,No,29.63049975,47.16853618,1507.91855,9,Off,On,24.39504129,91.62295102
2,3,Saturday,Yes,28.45055924,32.84903053,1152.232413,2,On,Off,4.758403058,77.514805
2,4,Saturday,No,25.22320755,48.4696707,1930.337804,7,Off,Off,21.17730895,79.13007292
2,5,Saturday,No,24.09088378,49.08952831,1014.027374,6,Off,On,20.68327012,78.48401742
2,6,Saturday,Yes,26.71613186,57.34769752,1540.881405,1,Off,On,12.27589386,85.89818605
2,7,Saturday,Yes,24.00783052,58.4365523,1119.845736,2,On,Off,17.63987847,83.4011243
2,8,Saturday,No,25.16829644,40.02654786,1632.958668,2,Off,On,2.36688141,63.21657677
2,9,Saturday,Yes,22.27739106,39.72838496,1458.969229,3,Off,On,25.77595467,73.22462577
2,10,Saturday,Yes,25.6069144,46.00865182,1777.529556,8,Off,On,3.123197924,81.0498032
